gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1500725039																										BDBCV:BDBCV-General:354223									Es				14/2/2017 9:31:38																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:354223	354223		L. Serra Laliga | J. PÃ©rez Botella																																	2007	6	27												Europe				EspaÃ±a	ES	ALICANTE		JIJONA	Barranc del Trisinal												38.60	-0.51		707.00			30SYH1675																																			L. Serra Laliga | J. PÃ©rez Botella	27/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500725028																										BDBCV:BDBCV-General:354217									Es				14/2/2017 9:31:33																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:354217	354217		L. Serra Laliga | J. Acosta Matarredona																																	2006	6	22												Europe				EspaÃ±a	ES	ALICANTE		IBI	Barranc de Califa												38.64	-0.53		707.00			30SYH1480																																			L. Serra Laliga | J. Acosta Matarredona	22/6/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500725017																										BDBCV:BDBCV-General:354220									Es				14/2/2017 9:31:36																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:354220	354220		L. Serra Laliga | J. Acosta Matarredona																																	2006	4	25												Europe				EspaÃ±a	ES	ALICANTE		ALCOY	Mas de Canonge												38.65	-0.51		707.00			30SYH1681																																			L. Serra Laliga | J. Acosta Matarredona	25/4/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500725016																										BDBCV:BDBCV-General:354216									Es				14/2/2017 9:31:32																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:354216	354216		L. Serra Laliga | A. Bort																																	2007	7	29												Europe				EspaÃ±a	ES	ALICANTE		COCENTAINA	Les Clapisses												38.73	-0.47		707.00			30SYH1990																																			L. Serra Laliga | A. Bort	29/7/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500724997																										BDBCV:BDBCV-General:354215									Es				14/2/2017 9:31:31																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:354215	354215		L. Serra Laliga | A. Bort | P. Serra																																	2007	4	8												Europe				EspaÃ±a	ES	ALICANTE		IBI	Mas de Sello												38.63	-0.55		707.00			30SYH1279																																			L. Serra Laliga | A. Bort | P. Serra	8/4/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500724984																										BDBCV:BDBCV-General:354222									Es				14/2/2017 9:31:37																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:354222	354222		L. Serra Laliga | J. M. MondÃ©jar																																	2007	3	16												Europe				EspaÃ±a	ES	ALICANTE		ALICANTE	Serreta Larga												38.41	-0.55		707.00			30SYH1354																																			L. Serra Laliga | J. M. MondÃ©jar	16/3/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500707107																										BDBCV:BDBCV-General:335864									Es				14/2/2017 4:53:56																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:335864	335864		J. GÃ¼emes Heras | E. CarriÃ³ GonzÃ¡lez																																	2008	5	29												Europe				EspaÃ±a	ES	VALENCIA		ALZIRA	Senda de la MallÃÂ  Verda												39.13	-0.34		707.00			30SYJ2934																																			J. GÃ¼emes Heras | E. CarriÃ³ GonzÃ¡lez	29/5/2008 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500704676																										BDBCV:BDBCV-General:333524									Es				14/2/2017 4:15:11																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:333524	333524		M. B. Crespo Villalba | J. GÃ¼emes Heras | J. Riera Vicent | J. L. Villar | A. Vicente | N. Jover | E. Lluzar Buigues																																	2008	5	21												Europe				EspaÃ±a	ES	ALICANTE		BENIDORM	Parc Natural de la Serra Gelada												38.52	-0.09		707.00			30SYH5368																																			M. B. Crespo Villalba | J. GÃ¼emes Heras | J. Riera Vicent | J. L. Villar | A. Vicente | N. Jover | E. Lluzar Buigues	21/5/2008 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500703917																										BDBCV:BDBCV-General:332743									Es				14/2/2017 4:03:56																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:332743	332743		L. Serra Laliga | A. Navarro Peris																																	2008	5	19												Europe				EspaÃ±a	ES	ALICANTE		ALFAZ DEL PI													38.60	-0.11		707.00			30SYH5176																																			L. Serra Laliga | A. Navarro Peris	19/5/2008 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500702789																										BDBCV:BDBCV-General:331607									Es				14/2/2017 3:45:59																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:331607	331607		J. Fabado AlÃ³s | V. Deltoro TorrÃ³ | G. Mateo Sanz | O. Mayoral GarcÃ­a-Berlanga																																	2008	5	19												Europe				EspaÃ±a	ES	ALICANTE		BENIDORM													38.54	-0.09		707.00			30SYH5370																																			J. Fabado AlÃ³s | V. Deltoro TorrÃ³ | G. Mateo Sanz | O. Mayoral GarcÃ­a-Berlanga	19/5/2008 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500696779																										BDBCV:BDBCV-General:325456									Es				14/2/2017 2:12:33																				BDBCV	BDBCV-General			PreservedSpecimen				BDBCV:BDBCV-General:325456	325456		A. Aguilella PalasÃ­																																	1989	6	1												Europe				EspaÃ±a	ES	CASTELLON		ONDA	El Cuquello												39.94	-0.25		7071.00			30SYK32																																			A. Aguilella PalasÃ­	1/6/1989 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500692377																										BDBCV:BDBCV-General:320930									Es				14/2/2017 1:04:27																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:320930	320930		V. Deltoro TorrÃ³ | J. E. Oltra Benavent | G. Ballester Pascual																																	2007	6	6												Europe				EspaÃ±a	ES	CASTELLON		VILLAHERMOSA DEL RIO													40.20	-0.37		707.00			30TYK2353																																			V. Deltoro TorrÃ³ | J. E. Oltra Benavent | G. Ballester Pascual	6/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500691671																										BDBCV:BDBCV-General:320251									Es				14/2/2017 0:52:51																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:320251	320251		J. GÃ¼emes Heras | P. Vera GarcÃ­a | E. CarriÃ³ GonzÃ¡lez | P. Blasco																																	2007	6	4												Europe				EspaÃ±a	ES	CASTELLON		VILLAHERMOSA DEL RIO													40.20	-0.40		707.00			30TYK2053																																			J. GÃ¼emes Heras | P. Vera GarcÃ­a | E. CarriÃ³ GonzÃ¡lez | P. Blasco	4/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500691641																										BDBCV:BDBCV-General:320252									Es				14/2/2017 0:52:52																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:320252	320252		J. GÃ¼emes Heras | P. Vera GarcÃ­a | E. CarriÃ³ GonzÃ¡lez | P. Blasco																																	2007	6	4												Europe				EspaÃ±a	ES	CASTELLON		VILLAHERMOSA DEL RIO													40.18	-0.39		707.00			30TYK2151																																			J. GÃ¼emes Heras | P. Vera GarcÃ­a | E. CarriÃ³ GonzÃ¡lez | P. Blasco	4/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500673688																										BDBCV:BDBCV-General:299456									Es				13/2/2017 20:20:07																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:299456	299456		J. E. Oltra Benavent																																	2006	3	15												Europe				EspaÃ±a	ES	CASTELLON		VALL DE UXO	Font de la Cervera												39.85	-0.21		707.00			30SYK3815																																			J. E. Oltra Benavent	15/3/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670690																										BDBCV:BDBCV-General:296545									Es				13/2/2017 19:35:21																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296545	296545		J. E. Oltra Benavent																																	2007	7	31												Europe				EspaÃ±a	ES	VALENCIA		LLOMBAI	Lloma del Tramussar												39.32	-0.55		707.00			30SYJ1055																																			J. E. Oltra Benavent	31/7/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670679																										BDBCV:BDBCV-General:296542									Es				13/2/2017 19:35:18																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296542	296542		J. E. Oltra Benavent																																	2007	3	11												Europe				EspaÃ±a	ES	VALENCIA		BENIATJAR	Serra del Benicadell												38.84	-0.40		707.00			30SYJ2502																																			J. E. Oltra Benavent	11/3/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670674																										BDBCV:BDBCV-General:296546									Es				13/2/2017 19:35:21																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296546	296546		J. E. Oltra Benavent																																	2007	7	24												Europe				EspaÃ±a	ES	VALENCIA		QUATRETONDA	Serra del BuixcarrÃ³												39.00	-0.36		707.00			30SYJ2820																																			J. E. Oltra Benavent	24/7/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670673																										BDBCV:BDBCV-General:296547									Es				13/2/2017 19:35:22																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296547	296547		J. E. Oltra Benavent																																	2007	6	22												Europe				EspaÃ±a	ES	VALENCIA		ROTOVA	Cova de les Rates Penades												38.93	-0.27		707.00			30SYJ3612																																			J. E. Oltra Benavent	22/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670670																										BDBCV:BDBCV-General:296544									Es				13/2/2017 19:35:20																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296544	296544		J. E. Oltra Benavent																																	2007	6	8												Europe				EspaÃ±a	ES	VALENCIA		ENGUERA	MRF Barranco de la Rosa												38.97	-0.89		707.00			30SXJ8215																																			J. E. Oltra Benavent	8/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670665																										BDBCV:BDBCV-General:296541									Es				13/2/2017 19:35:17																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296541	296541		J. E. Oltra Benavent																																	2007	2	14												Europe				EspaÃ±a	ES	VALENCIA		GANDIA	PlÃÂ  dels Tramussos												38.98	-0.27		707.00			30SYJ3618																																			J. E. Oltra Benavent	14/2/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670663																										BDBCV:BDBCV-General:296539									Es				13/2/2017 19:35:15																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296539	296539		J. E. Oltra Benavent																																	2007	4	26												Europe				EspaÃ±a	ES	VALENCIA		MOGENTE	MRF El Xocolater												38.84	-0.74		707.00			30SXJ9501																																			J. E. Oltra Benavent	26/4/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670658																										BDBCV:BDBCV-General:296537									Es				13/2/2017 19:35:14																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296537	296537		J. E. Oltra Benavent																																	2007	3	7												Europe				EspaÃ±a	ES	VALENCIA		XERESA	Alt de la Drova												39.01	-0.26		707.00			30SYJ3621																																			J. E. Oltra Benavent	7/3/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670656																										BDBCV:BDBCV-General:296543									Es				13/2/2017 19:35:19																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296543	296543		J. E. Oltra Benavent																																	2007	7	11												Europe				EspaÃ±a	ES	VALENCIA		ALZIRA	Port de Tous												39.14	-0.59		707.00			30SYJ0735																																			J. E. Oltra Benavent	11/7/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670627																										BDBCV:BDBCV-General:296540									Es				13/2/2017 19:35:16																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296540	296540		J. E. Oltra Benavent																																	2007	2	14												Europe				EspaÃ±a	ES	VALENCIA		BELLUS	PlÃÂ  del Tramussar												38.95	-0.52		707.00			30SYJ1414																																			J. E. Oltra Benavent	14/2/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500670625																										BDBCV:BDBCV-General:296538									Es				13/2/2017 19:35:15																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:296538	296538		J. E. Oltra Benavent																																	2007	4	26												Europe				EspaÃ±a	ES	VALENCIA		MOGENTE	MRF Barranc del Comediant												38.85	-0.74		707.00			30SXJ9502																																			J. E. Oltra Benavent	26/4/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500667900																										BDBCV:BDBCV-General:293688									Es				13/2/2017 18:55:03																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:293688	293688		J. E. Oltra Benavent																																	2007	9	12												Europe				EspaÃ±a	ES	VALENCIA		MONSERRAT	MRF Les Coves												39.36	-0.62		707.00			30SYJ0459																																			J. E. Oltra Benavent	12/9/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500667865																										BDBCV:BDBCV-General:293689									Es				13/2/2017 18:55:04																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:293689	293689		J. E. Oltra Benavent																																	2007	10	22												Europe				EspaÃ±a	ES	VALENCIA		REAL DE MONTROY	Loma Coca												39.29	-0.66		707.00			30SYJ0151																																			J. E. Oltra Benavent	22/10/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500667858																										BDBCV:BDBCV-General:293687									Es				13/2/2017 18:55:02																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:293687	293687		V. Deltoro TorrÃ³ | J. E. Oltra Benavent																																	2007	9	5												Europe				EspaÃ±a	ES	VALENCIA		CHIVA	MRF Barranco Fuente de la Gota												39.54	-0.91		707.00			30SXJ7979																																			V. Deltoro TorrÃ³ | J. E. Oltra Benavent	5/9/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500666216																										BDBCV:BDBCV-General:291973									Es				13/2/2017 18:28:37																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:291973	291973		V. Deltoro TorrÃ³ | S. Fos MartÃ­n																																	2007	6	26												Europe				EspaÃ±a	ES	VALENCIA		SIETE AGUAS													39.43	-0.90		707.00			30SXJ8067																																			V. Deltoro TorrÃ³ | S. Fos MartÃ­n	26/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500666212																										BDBCV:BDBCV-General:291974									Es				13/2/2017 18:28:38																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:291974	291974		V. Deltoro TorrÃ³ | S. Fos MartÃ­n																																	2007	6	26												Europe				EspaÃ±a	ES	VALENCIA		BUÃâOL													39.42	-0.89		707.00			30SXJ8165																																			V. Deltoro TorrÃ³ | S. Fos MartÃ­n	26/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500666192																										BDBCV:BDBCV-General:291976									Es				13/2/2017 18:28:40																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:291976	291976		V. Deltoro TorrÃ³ | S. Fos MartÃ­n																																	2007	6	26												Europe				EspaÃ±a	ES	VALENCIA		SIETE AGUAS													39.43	-0.89		707.00			30SXJ8167																																			V. Deltoro TorrÃ³ | S. Fos MartÃ­n	26/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500666188																										BDBCV:BDBCV-General:291969									Es				13/2/2017 18:28:34																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:291969	291969		V. Deltoro TorrÃ³ | S. Fos MartÃ­n																																	2007	6	26												Europe				EspaÃ±a	ES	VALENCIA		BUÃâOL													39.42	-0.91		707.00			30SXJ7965																																			V. Deltoro TorrÃ³ | S. Fos MartÃ­n	26/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500666177																										BDBCV:BDBCV-General:291970									Es				13/2/2017 18:28:34																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:291970	291970		V. Deltoro TorrÃ³ | S. Fos MartÃ­n																																	2007	6	26												Europe				EspaÃ±a	ES	VALENCIA		BUÃâOL													39.42	-0.91		707.00			30SXJ7965																																			V. Deltoro TorrÃ³ | S. Fos MartÃ­n	26/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500666174																										BDBCV:BDBCV-General:291971									Es				13/2/2017 18:28:35																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:291971	291971		V. Deltoro TorrÃ³ | S. Fos MartÃ­n																																	2007	6	26												Europe				EspaÃ±a	ES	VALENCIA		BUÃâOL													39.42	-0.90		707.00			30SXJ8065																																			V. Deltoro TorrÃ³ | S. Fos MartÃ­n	26/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500666169																										BDBCV:BDBCV-General:291972									Es				13/2/2017 18:28:36																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:291972	291972		V. Deltoro TorrÃ³ | S. Fos MartÃ­n																																	2007	6	26												Europe				EspaÃ±a	ES	VALENCIA		BUÃâOL													39.42	-0.90		707.00			30SXJ8065																																			V. Deltoro TorrÃ³ | S. Fos MartÃ­n	26/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500666146																										BDBCV:BDBCV-General:291975									Es				13/2/2017 18:28:39																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:291975	291975		V. Deltoro TorrÃ³ | S. Fos MartÃ­n																																	2007	6	26												Europe				EspaÃ±a	ES	VALENCIA		BUÃâOL													39.42	-0.89		707.00			30SXJ8165																																			V. Deltoro TorrÃ³ | S. Fos MartÃ­n	26/6/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500658954																										BDBCV:BDBCV-General:284441									Es				13/2/2017 16:35:36																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:284441	284441		S. Fos MartÃ­n																																	2006	5	15												Europe				EspaÃ±a	ES	VALENCIA		REAL DE MONTROY	Loma Coca												39.29	-0.66		707.00			30SYJ0151																																			S. Fos MartÃ­n	15/5/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500658911																										BDBCV:BDBCV-General:284437									Es				13/2/2017 16:35:33																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:284437	284437		S. Fos MartÃ­n																																	2007	1	18												Europe				EspaÃ±a	ES	VALENCIA		YATOVA													39.36	-0.91		707.00			30SXJ7959																																			S. Fos MartÃ­n	18/1/2007 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500658910																										BDBCV:BDBCV-General:284440									Es				13/2/2017 16:35:36																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:284440	284440		S. Fos MartÃ­n																																	2006	5	16												Europe				EspaÃ±a	ES	VALENCIA		LLOMBAI													39.32	-0.55		707.00			30SYJ1055																																			S. Fos MartÃ­n	16/5/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500658909																										BDBCV:BDBCV-General:284439									Es				13/2/2017 16:35:35																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:284439	284439		S. Fos MartÃ­n																																	2006	7	18												Europe				EspaÃ±a	ES	VALENCIA		BARX	Alt de la Drova												39.01	-0.26		707.00			30SYJ3621																																			S. Fos MartÃ­n	18/7/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500658906																										BDBCV:BDBCV-General:284438									Es				13/2/2017 16:35:34																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:284438	284438		S. Fos MartÃ­n																																	2006	6	1												Europe				EspaÃ±a	ES	VALENCIA		GANDIA													38.99	-0.26		707.00			30SYJ3619																																			S. Fos MartÃ­n	1/6/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500654675																										BDBCV:BDBCV-General:280094									Es				13/2/2017 15:33:45																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:280094	280094		S. Fos MartÃ­n | G. Ballester Pascual																																	2006	5	25												Europe				EspaÃ±a	ES	VALENCIA		NAVARRES													39.08	-0.72		707.00			30SXJ9628																																			S. Fos MartÃ­n | G. Ballester Pascual	25/5/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1500654667																										BDBCV:BDBCV-General:280093									Es				13/2/2017 15:33:44																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:280093	280093		S. Fos MartÃ­n | G. Ballester Pascual																																	2006	5	25												Europe				EspaÃ±a	ES	VALENCIA		NAVARRES													39.08	-0.71		707.00			30SXJ9728																																			S. Fos MartÃ­n | G. Ballester Pascual	25/5/2006 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
