id_cita;agenero;aespecie;ainfrank;ainfra;aautabre;genero;especie;infrank;infra;autabre;revisado;pais;provincia;localidad;utm;utm_aproximada;utm_x;utm_y;utm_zona;utm_banda;longitud;latitud;altitud;habitat;ferecol;colector;coleccion;nherbario
id_cita;agenero;aespecie;ainfrank;ainfra;aautabre;genero;especie;infrank;infra;autabre;corregido;pais;provincia;localidad;utm;utm_aproximada;utm_x;utm_y;utm_zona;utm_banda;longitud;latitud;altitud;habitat;ferecol;colector;coleccion;nherbario;origen_datos;registro;
858653;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Barranco de Badallet;30SXH9965;0;;;;;;;;;;;;;;;11;Alcaraz, F. & De la Torre, A.;1988;Notas fitosociológicas sobre el sudeste ibérico;Acta Bot. Malacitana;;13: 332-341;
2210237;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SYH04;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210231;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SYH05;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210230;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SYH06;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210229;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SYH07;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
1184340;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Alcoy, Alto de Biscoy;30SYH08;0;;;;;;;;;;;;;;;1446;Torre, A. de la, Alcaraz, F. & Vicedo, M.;1996;Notas fitosociológicas sobre el sureste Ibérico, III;Lazaroa;;17: 117-129;
2210228;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SYH08;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210227;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SYH09;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2606344;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Parque Natural de la Font Roja;30SYH1081;;;;;;;;;;;;;;Base de datos del libro de la Flora del PN Font Roja;;30691;Serra Laliga, L. & Soler, J.X.;2011;Flora del Parc Natural de la Font Roja;_;Ed. Luis Serra & CAM;_;
1662928;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Sierra de Fontcalent;30SYH1147;0;;;;;;;300;;;;;;;;5992;Mateo, G. & Figuerola, R.;1985;Sobre la vegetación del orden Asplenietalia petrarchae en las montañas valencianas;Lazaroa;;7: 319-326;
2606343;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Parque Natural de la Font Roja;30SYH1180;;;;;;;;;;;;;;Base de datos del libro de la Flora del PN Font Roja;;30691;Serra Laliga, L. & Soler, J.X.;2011;Flora del Parc Natural de la Font Roja;_;Ed. Luis Serra & CAM;_;
2606342;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Parque Natural de la Font Roja;30SYH1181;;;;;;;;;;;;;;Base de datos del libro de la Flora del PN Font Roja;;30691;Serra Laliga, L. & Soler, J.X.;2011;Flora del Parc Natural de la Font Roja;_;Ed. Luis Serra & CAM;_;
2606341;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Parque Natural de la Font Roja;30SYH1279;;;;;;;;;;;;;;Base de datos del libro de la Flora del PN Font Roja;;30691;Serra Laliga, L. & Soler, J.X.;2011;Flora del Parc Natural de la Font Roja;_;Ed. Luis Serra & CAM;_;
2606335;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Parque Natural de la Font Roja;30SYH1280;;;;;;;;;;;;;;Base de datos del libro de la Flora del PN Font Roja;;30691;Serra Laliga, L. & Soler, J.X.;2011;Flora del Parc Natural de la Font Roja;_;Ed. Luis Serra & CAM;_;
2210226;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SYH13;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2606340;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Parque Natural de la Font Roja;30SYH1381;;;;;;;;;;;;;;Base de datos del libro de la Flora del PN Font Roja;;30691;Serra Laliga, L. & Soler, J.X.;2011;Flora del Parc Natural de la Font Roja;_;Ed. Luis Serra & CAM;_;
