id_releve	orga_fournisseur	programmes	date_releve_deb	date_releve_fin	releve_type	observateurs	insee	lieudit	comm_loc	comm_milieu	lithologie	geologie	exposition	pente	rec_total	refbiblio	page	code_perso	id_precision	x_l93	y_l93
658056	Bureau d'études ECOSPHERE		2013-05-24	2013-05-24	Relevé de terrain	CROUZET Nicolas	83035												P	927145	6242178
359456	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	83027	LA SAMBRE											P	918515	6237493
8372250	Naturalia Environnement		2016-06-16	2016-06-16	Relevé de terrain	PRUNIER Robin	83016												P	928182	6241816
284846	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	AUDA Pascal	13028	ROUMAGOUA											P	911168	6238529
12246518	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	910615	6238811
1080724	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2014-11-10	2014-11-10	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	PORT D'ALON	COLLINE DES RÉSERVOIRS SENTIER	sentier		Roches sédimentaires carbonatées : calcaires						055Y	P	920087	6231882
284843	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13023	LA LOUSIANNE											P	917112	6238121
8611967	Réseau des botanistes amateurs du CBNMed		2013-04-27	2013-04-27	Relevé de terrain	LEWIN Jean-Marc	66069	l'Estangomat	AU NE du village, après le Mas Joud.	Pinède, garrigue, friches.								614	T	683800	6188834
357903	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2010-03-14	2010-03-14	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83009	ROUSTAGNON										114y	P	922509	6231207
8015391	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0328MTDA15	P	922338	6240059
327936	Conservatoire botanique national méditerranéen de Porquerolles		1957-01-01	1957-12-31	Bibliographie	MOLINIER René Hervé André	83027		Au Nord de la Cadière d'Azur.	Helianthemeto-Ericetum multiflorae Mol. 1934						MOLINIER RE., 1957. Monographies phytosociologiques. La végétation du bassin synclinal de la Ciotat-le Beausset (Var). Bull. Mus. Hist. Nat. Marseille 17 : 45-71.		rel9	T	922663	6238678
12246612	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	FERREIRA Olivier	13028	MENTAURE											P	910394	6238573
1171903	Conservatoire botanique national méditerranéen de Porquerolles		2015-11-11	2015-11-11	Relevé de terrain	MICHAUD Henri	13023	LA LOUISIANNE										GH134	P	916632	6239459
359358	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-26	2007-04-26	Relevé de terrain	LEJEUNE Solenne	83112	LA MADRAGUE	Massif dunaire										P	919883	6233063
1173269	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-15	2015-11-15	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83027	LES BARBAROUX	PISTE DU TELEGRAPHE									133Y	P	918483	6238444
284963	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-25	2007-04-25	Relevé de terrain	LEJEUNE Solenne / VANDERPERT Heloïse	13033	LES FIGUIERES											P	879220	6250492
273483	Conservatoire botanique national méditerranéen de Porquerolles		1964-01-01	1964-12-31	Bibliographie	MOLINIER René Hervé André	13088	NIOLON		Helianthemeto-Ericetum						MOLINIER RE., 1964. Monographies phytosociologiques. Le Massif de la Nerthe (Bouches-du-Rhône). Bull. Mus. Hist. Nat. Marseille 24 : 5-32.	19	rel1	T	882940	6251566
352261	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-12-07	2008-12-07	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	REVERS DE BOQUIE	bord de piste									0262y	P	919162	6239438
348638	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2007-05-27	2007-05-27	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83016	LA BARO NUECHO		garrigues								228	P	929639	6239169
8015601	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0291MTDA15	P	921461	6240270
8362291	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2018-12-02	2018-12-02	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83112	LE PIGEONNIER	bord de sentier 									030y	P	918830	6232437
8015640	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0341MTDA15	P	920573	6239483
8611248	Réseau des botanistes amateurs du CBNMed		2018-04-26	2018-04-26	Relevé de terrain	LEWIN Jean-Marc	66071	Clots d'en Messeguer	A l'est du village.	Garrigue, friches.								5458	T	676464	6185836
1400782	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-04-17	2012-04-17	Relevé de terrain	VOLANT Jérôme	13028												P	914374	6236975
658052	Bureau d'études ECOSPHERE		2013-05-24	2013-05-24	Relevé de terrain	CROUZET Nicolas	83035												P	926834	6241910
8015491	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0350MTDA15	P	920503	6239618
1400772	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-08-19	2011-08-19	Relevé de terrain	VOLANT Jérôme	13028												P	914574	6237205
284871	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LA LOUSIANNE											P	917283	6237780
8611176	Réseau des botanistes amateurs du CBNMed		2009-05-27	2009-05-27	Relevé de terrain	LEWIN Jean-Marc	66071	Coma Major	Au SE du village.	Garrigue, friches.								2622	T	676714	6184834
1080726	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2014-11-10	2014-11-10	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83112	PORT D'ALON	COLLINE DES RESERVOIRS BORD DE SENTIER									053Y	P	920185	6231896
8108070	Bureau d'études AGIR écologique		2017-06-13	2017-06-13	Relevé de terrain	AUDA Pascal / LE PLEY Michel	13023		Roumagoua										P	911892	6238644
274766	Bureau d'études ECO-MED (Ecologie et Médiation)		2006-04-26	2006-04-26	Relevé de terrain	LIJNEN Delphine	13028	CHEMIN CHARRE	PK 38,5 de l'autoroute A50.										P	914343	6236963
362282	Bureau d'Etudes CERCIS		2010-01-01	2010-12-31	Bibliographie	FAURE Karine	83112									CERCIS, Andromède océanologie, 2010. Réseau Natura 2000. Site La Pointe fauconnière (FR9301609). Document d'objectifs.			P	918416	6232269
359402	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LA NARTETTE											P	918964	6232522
284964	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA											P	911429	6238530
8015594	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0345MTDA15	P	920549	6239517
359401	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LA NARTETTE	Le long de la piste de protection incencie La Fauconnière										P	919275	6232592
1400760	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-08-19	2011-08-19	Relevé de terrain	VOLANT Jérôme	13023												P	915510	6239288
284942	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-13	2007-04-13	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA	Ouest du Roumagoua										P	910958	6238700
359346	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83027	VALLON DU CANNET											P	922160	6240651
12247410	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	910500	6238719
359396	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83035	VALLON DU CANNET											P	921869	6241371
652108	Conservatoire botanique national méditerranéen de Porquerolles	Récolte de semences PACA	2014-07-04	2014-07-04	Relevé de terrain	DIXON Lara / MICHAUD Henri / LOCHON-MENSEAU Sylvia	83035	CHAPELLE SAINTE ANNE	sous le pylone EDF									LD019	P	923902	6241430
12244940	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	910395	6238615
256631	Conservatoire botanique national méditerranéen de Porquerolles		1845-01-01	1932-12-31	Bibliographie	REYNIER Alfred	13030									MOLINIER RE. & MARTIN P., 1981. Catalogue des plantes vasculaires des Bouches-du-Rhône. Imprimerie municipale, Marseille. 375 p.	259		C	919300	6245600
8372553	Naturalia Environnement		2016-04-27	2016-04-27	Relevé de terrain	PRUNIER Robin	83016												P	928157	6241778
8705271	Conservatoire d'espaces naturels du Languedoc-Roussillon		2016-04-27	2016-04-27	Relevé de terrain	BOUTELOUP Romain	66069												P	684850	6190510
8372552	Naturalia Environnement		2016-04-27	2016-04-27	Relevé de terrain	PRUNIER Robin	83016												P	928160	6241776
2656607	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2017-01-08	2017-01-08	Relevé de terrain	PIRES Mathias	83112	LE RESQUILLADOU											P	918855	6232012
1170761	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-10-25	2015-10-25	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	POINTE FAUCONNIERE	SENTIER DE MONTEE									289Y	P	918440	6232288
8704882	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-04-28	2020-04-28	Relevé de terrain	NICOLAS Sylvain	66190												P	690640	6193613
1398774	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-11-20	2013-11-20	Relevé de terrain	VOLANT Jérôme	13023			6220 - Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea									P	913853	6239164
603240	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2013-01-28	2013-01-28	Relevé de terrain	PIRES Mathias / MICHAUD Henri / PAVON Daniel	13033	CALANQUE DES ANTHÉNORS		Garrigue littorale		Roches sédimentaires carbonatées : grès							P	878887	6250497
2697097	Association INFLOVAR		2001-05-07	2001-05-07	Relevé de terrain	GARBOLINO Roger	83027		Aire de parapente au Défends										T	922611	6236879
12246631	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	909843	6239247
8611292	Réseau des botanistes amateurs du CBNMed		2005-05-14	2005-05-14	Relevé de terrain	LEWIN Jean-Marc	66071	la Gironella Alta	A l'est du village.	Garrigue, friches, cultures.								2638	P	677184	6186725
256629	Conservatoire botanique national méditerranéen de Porquerolles		1829-01-01	1887-12-31	Bibliographie	PATHIER Xavier / COSTE François Joseph / MICHEL Ferdinand	13028		Près de la gare.							MOLINIER RE. & MARTIN P., 1981. Catalogue des plantes vasculaires des Bouches-du-Rhône. Imprimerie municipale, Marseille. 375 p.	259		T	914127	6236846
1400784	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-05-11	2012-05-11	Relevé de terrain	VOLANT Jérôme	13028												P	914364	6236985
293379	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2011-12-18	2011-12-18	Relevé de terrain	MICHAUD Henri / MORVANT Yves	13028	PLAINES BARONNES	RUINES									276Y	P	917122	6237838
10412156	Conservatoire botanique national méditerranéen de Porquerolles		2021-04-07	2021-04-07	Relevé de terrain	ANDRIEU Frédéric	11266	Combe Redonde	""	Pelouse et garrigue exposées au sud							""	""	P	702528	6211017
284946	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	LES YSSARDS											P	915661	6239018
284910	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA											P	911049	6238900
284789	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912788	6239282
8708529	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-04-15	2020-04-15	Relevé de terrain	NICOLAS Sylvain	66190												P	691557	6193392
1154404	Société Linnéenne de Provence		2010-11-17	2010-11-17	Relevé de terrain	VOLANT Jérôme	13023												P	911900	6238681
8372246	Naturalia Environnement		2016-06-16	2016-06-16	Relevé de terrain	PRUNIER Robin	83016												P	928180	6241810
274764	Bureau d'études ECO-MED (Ecologie et Médiation)		2006-04-26	2006-04-26	Relevé de terrain	LIJNEN Delphine	13028	CHEMIN CHARRE	PK 38,5 de l'autoroute A50.										P	914404	6236935
361976	Réseau des botanistes amateurs du CBNMed		2011-04-07	2011-04-07	Relevé de terrain	MORVANT Yves	83112	PISTE DU PORT D'ALON INTERIEURE										10Y	P	919696	6231993
284816	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LA LOUSIANNE											P	917143	6237969
8362323	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2018-12-02	2018-12-02	Relevé de terrain	MORVANT Yves / MICHAUD Henri / PAQUIER Thibault	83035	LE CHÂTEAU VIEUX	maquis au dessus de la route									003y	P	924718	6236772
359400	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-06	2007-06-06	Relevé de terrain	LEJEUNE Solenne	83123	POINTE DU CERVEAU											P	925477	6232284
10015	Conservatoire botanique national méditerranéen de Porquerolles		1998-12-15	1998-12-15	Relevé de terrain	MICHAUD Henri	11145	LES EXALS											P	714551	6230774
414158	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2012-11-01	2012-11-01	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	LE PORT D'ALON	EBOULIS 	ÉBOULIS CALCAIRE EN ADRET AU DESSUS DE LA ROUTE DE LA RÉSIDENCE PRIVEE		Roches éruptives : granites						364Y	P	920469	6231771
359398	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LE PIGEONNIER	Proximité du sentier du Littoral										P	918785	6232061
10013	Conservatoire botanique national méditerranéen de Porquerolles		1998-01-01	1998-12-31	Relevé de terrain	MICHAUD Henri	11170	PLANAL DE LA PASSE											T	709260	6226059
8616688	Réseau des botanistes amateurs du CBNMed		2004-05-24	2004-05-24	Relevé de terrain	LEWIN Jean-Marc	66190	Combe Léon	Au centre de la Combe.	Garrigue, rochers, friches, cultures.								4072	T	695494	6195848
2641607	Réseau des botanistes amateurs du CBNMed		2016-01-01	2016-12-31	Relevé de terrain	REBAUDO Bernard	13023	MAOUGAVI		Mosaïque : pelouses à Br. retusum et Hyparrhenia - pelouses à annuelles, sur terrasses anciennement cultivées (olivettes). Envahissement par la garrigue à chêne kermès et romarin et le pin d'Alep  		Roches sédimentaires carbonatées : autres	Sud	1° à 5°					P	912381	6238768
359418	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-22	2007-04-22	Relevé de terrain	LEJEUNE Solenne	83112	LE PIGEONNIER											P	918984	6232731
284923	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912828	6239263
8362299	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2018-12-02	2018-12-02	Relevé de terrain	MORVANT Yves / MICHAUD Henri / PAQUIER Thibault	83112	LE PIGEONNIER	SENTIER de descente vers le littoral									023Y	P	918829	6232326
362284	Bureau d'Etudes CERCIS		2010-01-01	2010-12-31	Bibliographie	FAURE Karine	83112									CERCIS, Andromède océanologie, 2010. Réseau Natura 2000. Site La Pointe fauconnière (FR9301609). Document d'objectifs.			P	918615	6232438
362270	Bureau d'Etudes CERCIS		2010-01-01	2010-12-31	Bibliographie	FAURE Karine	83112									CERCIS, Andromède océanologie, 2010. Réseau Natura 2000. Site La Pointe fauconnière (FR9301609). Document d'objectifs.			P	921835	6230424
1171902	Conservatoire botanique national méditerranéen de Porquerolles		2015-11-11	2015-11-11	Relevé de terrain	MICHAUD Henri	13023	LA LOUISIANNE										GH135	P	916664	6239441
11704166	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	1900-01-01	1900-12-31	Bibliographie	SENNEN 	11266	Garigue	""	""						SENNEN , 1900. Compte-rendu des recherches botaniques faites par les Frères des écoles chrétiennes de la Nouvelle (Aude). Bull. Soc. Bot. France, 47	439	""	T	701409	6211783
8361173	Association Les Amis du Conservatoire botanique national méditerranéen	Inventaire général du CBNMED	2018-11-08	2018-11-08	Relevé de terrain	MORVANT Yves	83112	VAUSSIER	TALUS DE VIGNE									005Y	P	917827	6235270
8384609	Parc naturel régional de la Narbonnaise		2018-05-22	2018-05-22	Relevé de terrain	NICOLAS Sylvain	11266	CHANTE PERDRIX	T1-4	sol nu 10 %									P	700854	6210165
1173265	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-15	2015-11-15	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LES BARBAROUX	PISTE DU TELEGRAPHE			Roches sédimentaires carbonatées : grès						137Y	P	918898	6238034
12246951	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13028	MENTAURE											P	910340	6238537
284876	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-25	2007-04-25	Relevé de terrain	LEJEUNE Solenne / VANDERPERT Heloïse	13033	LES FIGUIERES	Au dessus de la voie ferrée										P	879331	6250673
284960	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13028	CLOS ST-ELOI											P	914613	6237186
359463	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83035	LES VAS											P	924798	6236865
1398769	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-11-20	2013-11-20	Relevé de terrain	VOLANT Jérôme	13023			6220 - Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea									P	913872	6239210
359441	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LA NARTETTE											P	919074	6232552
284783	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912369	6238891
359423	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	ROUSTAGNON	le long de la piste Les Crêtes										P	922319	6230996
1162168	Conservatoire botanique national méditerranéen de Porquerolles		1993-01-24	1993-01-24	Bibliographie	LAVAGNE André	83112		presqu'île de St Cyr, sentier littoral, vallon en arrière de la pointe des Trois Fours.							LAVAGNE A., 1995. Contribution à la connaissance de la flore du département du Var. Bull. Soc. linn. Provence 46 : 119-149.	130		T	919275	6231316
2694587	Association INFLOVAR		1999-03-28	1999-03-28	Relevé de terrain	INCONNU 	83112	LA FRÉGATE	La Frégate										T	921512	6232636
297436	Office national des forêts		2005-04-28	2005-04-28	Bibliographie	BARET Julien	13023		[site Natura 2000 FR9301602]							LE MIRE PECHEUX L., AUSCHER F., TETEFORT N., 2007. Site Natura 2000 FR9301602 ZSC Calanques, Iles Marseillaises, Cap Canaille et Massif du Grand Caunet - secteur des Calanques et de l'Archipel de Riou. Document de synthèse. GIP des Calanques, 299 p.			P	912494	6239383
284931	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LA LOUSIANNE											P	917253	6238070
8618304	Réseau des botanistes amateurs du CBNMed		2001-04-16	2001-04-16	Relevé de terrain	LEWIN Jean-Marc	66190	le Malpas	Au NE du village.	Sagnes, friches, haies, garrigue.								4092	T	697496	6195848
284833	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912738	6239293
8015379	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0342MTDA15	P	920562	6239492
361507	Réseau des botanistes amateurs du CBNMed		2010-12-09	2010-12-09	Relevé de terrain	MORVANT Yves	83009	ROUSTAGNON										210Y	P	922841	6231550
8362310	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2018-12-02	2018-12-02	Relevé de terrain	MORVANT Yves / MICHAUD Henri / PAQUIER Thibault	83112	LE PIGEONNIER	maquis sur sable									016y	P	918931	6232573
341461	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2005-11-12	2005-11-12	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	LE PIGEONNIER	ancienne olivette	Zone herbeuse			Sud	< à 1°				0228v	P	918905	6232398
359438	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83112	LES ENGRAVIERS											P	921850	6230416
357927	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2010-03-21	2010-03-21	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	RAMPALE										0137y	P	921223	6233463
1171824	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-08	2015-11-08	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LES VAUSSIERS		garrigue à romarin et bruyère multiflore		Roches sédimentaires carbonatées : grès						104Y	P	918289	6237369
8708323	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-05-12	2020-05-12	Relevé de terrain	NICOLAS Sylvain	66071												P	676559	6184983
284881	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-23	2007-05-23	Relevé de terrain	LEJEUNE Solenne	13033	LES FIGUIERES	au dessus de la voie ferrée										P	879271	6250662
1400810	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-04-20	2011-04-20	Relevé de terrain	VOLANT Jérôme	13028												P	910789	6238529
16824	Réseau des botanistes amateurs du CBNMed		2000-05-07	2000-05-07	Relevé de terrain	BARREAU Dominique	11143	LA SERRE										Base de données Dominique BARREAU	T	693362	6204736
355229	Bureau d'études ECO-MED (Ecologie et Médiation)		2005-09-03	2005-09-03	Relevé de terrain	LÉGER Jean-François / PAVON Daniel / SAATKAMP Arne	83112	LA GACHE		Garrigue									P	919753	6233112
284975	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	AUDA Pascal	13028	ROUMAGOUA											P	911259	6238530
284837	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	CLOS SAINT-ELOI											P	915261	6238487
359411	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LE PIGEONNIER	le long du sentier descendant vers le sentier du littoral										P	918814	6232420
1400776	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-04-17	2012-04-17	Relevé de terrain	VOLANT Jérôme	13028												P	914414	6236945
361977	Réseau des botanistes amateurs du CBNMed		2011-04-07	2011-04-07	Relevé de terrain	MORVANT Yves	83112	PISTE INTERIEURE PORT ALON										11y	P	919773	6231938
122414	Conservatoire botanique national méditerranéen de Porquerolles		1944-01-01	1944-12-31	Bibliographie	CONILL Léon (Joseph Emile)	66041									CONILL L. , 1944. Catalogue raisonné de la Flore des Pyrénées-Orientales annoté par Conill. Notes manuscrites mises en forme par Baudière A.. manuscri	79		C	682500	6186600
8616693	Réseau des botanistes amateurs du CBNMed		2008-05-22	2008-05-22	Relevé de terrain	LEWIN Jean-Marc	66190	Carrière de la Combe Léon	Ancienne carrière entre Combe Léon et Font Estramar, au départ de la piste.	Rochers, garrigue, friches.								4066	T	695494	6195848
359465	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83112	LES ENGRAVIERS	Sentier du Littoral										P	921821	6230235
8611817	Réseau des botanistes amateurs du CBNMed		2008-05-03	2008-05-03	Relevé de terrain	LEWIN Jean-Marc	66014	Ravin del Pla	Au SW du village.	Garrigue, friches.								1888	T	682472	6181920
273457	Conservatoire botanique national méditerranéen de Porquerolles		1964-01-01	1964-12-31	Bibliographie	MOLINIER René Hervé André	13021	LE ROUET								MOLINIER RE., 1964. Monographies phytosociologiques. Le Massif de la Nerthe (Bouches-du-Rhône). Bull. Mus. Hist. Nat. Marseille 24 : 5-32.	13		T	876822	6250812
8612243	Réseau des botanistes amateurs du CBNMed		2013-04-27	2013-04-27	Relevé de terrain	LEWIN Jean-Marc	66069	Mas Rolland	Au SE du mas.	Grrigue, pinède, friches.								613	T	684477	6189840
12246784	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	910525	6238736
658066	Bureau d'études ECOSPHERE		2013-05-28	2013-05-28	Relevé de terrain	CROUZET Nicolas	83035												P	927635	6241424
359437	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83035	VALLON DU CANNET											P	922160	6240952
8057405	Conservatoire d'espaces naturels du Languedoc-Roussillon		2013-04-17	2013-04-17	Relevé de terrain	CARBONNE Julien	11170												P	708293	6226169
359339	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	ROUSTAGNON	le long de la piste Les Crêtes										P	922638	6231527
284889	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	AUDA Pascal	13028	ROUMAGOUA											P	911249	6238429
1400767	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-08-19	2011-08-19	Relevé de terrain	VOLANT Jérôme	13023												P	915261	6238738
352275	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-12-07	2008-12-07	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	RUISSEAU FAINEANT										0276Y	P	919033	6239148
8015586	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0317MTDA15	P	921372	6240497
284965	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LA LOUSIANNE											P	917274	6237699
8372547	Naturalia Environnement		2016-04-27	2016-04-27	Relevé de terrain	PRUNIER Robin	83016												P	928171	6241750
359446	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-26	2007-04-26	Relevé de terrain	LEJEUNE Solenne	83112	LA MADRAGUE	Massif dunaire										P	919883	6233063
240875	Réseau des botanistes amateurs du CBNMed		2001-05-01	2001-05-01	Communication écrite ou orale	SIGNORET Henri	13033	FIGUIERES (LES)										8	P	879053	6250552
153786	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2012-05-15	2012-05-15	Relevé de terrain	ARGAGNON Olivier	66030	LA CRESSE	Calce : à la Cresse, sur la crête	Pelouse rocailleuse								JD181	P	680766	6185112
